Pantun_ID,Line_1,Line_2,Line_3,Line_4
Pantun_10034_1,Angin teluk menyisir pantai,Hanyut rumpai di bawah titi,Biarlah buruk kain dipakai,Asal pandai mengambil hati.
Pantun_10035_1,Pohon mangga berdaun lebat,Buah mengkudu diatas para,Biar buruk wajah dilihat,Asalkan sopan budi bicara.
Pantun_10036_1,Awan terlakar di langit biru,Bayu menyapa nampak beredar,Kemerahan mawar cinta dipadu,Sayang warnanya semakin pudar.
Pantun_10037_1,Di gelas emas minum beralas,Air ditelan terasa duri,Panas mentari dapat ku alas,Rindu dihati menyiksa diri.
Pantun_10038_1,Kias melati harum bak candu,Lakaran sinis hamparan nyonya,Sama seperti secangkir madu,Di dalam manis ada pahitnya.
Pantun_10039_1,Gadis ayu berbaju baldu,Senyum terlakar hati berdebar,Dari layu di tasik madu,Rela mekar di danau terbiar.
Pantun_10040_1,Sambil berjalan membawa guri,Menguntum senyum nyaman selesa,Air ditelan bercampur duri,Madu diminum pahit terasa.
Pantun_10041_1,Semak belukar habis ditebas,Membuat jalan menuju kekota,Reda sedikit dah terasa bebas,Musuh tak nampak keliling kita.
Pantun_10042_1,Makan berdamai tikar di alas,Tikar koyak di ganti guni,Kalau kerja sentiasa culas,Di marah orang pendek rezeki.
Pantun_10043_1,Berhujan panas mencari palas,Sambil berjalan membawa guri,Banyak beban yang nak digalas,Buat lah kerja dengan redha Ilahi.
Pantun_10044_1,Berhujan panas mencari palas,Sambil berjalan membawa guri,Di gelas emas minum beralas,Air ditelan bercampur duri.
Pantun_10045_1,Hujan mendesah sekah angsana,Di tanah pamah berjalan cermat,Tidak usah kemana mana,Duduk di rumah lebih selamat.
Pantun_10046_1,Hujan turun tiada kan henti,Membawa igauan yang berduka,Mendung berarak cerah berganti,Membawa keriangan senda seloka.
Pantun_10047_1,Ke kedai Mehat membeli cuka,Boleh berjimat harganya berpada,Kalau tak sihat tutuplah muka,Supaya selamat di mana berada.
Pantun_10048_1,Jual rambutan di kaki lima,Terimaan wang dikumpul cepat diselit,Hafal peringatan generasi lama,Kerbau yang berlumpur semua akan terpalit.
Pantun_10049_1,Dari seberang kompang di palu,Bunyinya nyaring tika berarak,Beli barang jikalau perlu,Pakai topeng jagalah jarak.
Pantun_10050_1,Tetap aktif teruskan kehidupan,Khabar ditanyakan berita diutus,Pembawa yang positif cepat diasingkan,Lingkaran jangkitan akan terputus .
Pantun_10051_1,Tuai padi di bendang huma,Padi tuaian si anak dara,Sentuh sensitiviti kaum dan agama,Gugat perpaduan sejahtera Negara.
Pantun_10052_1,Jambatan pulau pinang tersergam indah,terlihat komtar berdiri megah,Segala larangan dibuat tak endah,Tangkapan perlu setelah ditegah.
Pantun_10053_1,Tenggek air ubat direneh,Ubat akar beli di pasar,Berita palsu nampak remeh,Namun impaknya amatlah besar.
Pantun_10054_1,Gelang emas gelang suasa,Pemberia Dari Kota Bandung,Ikut lah saranan pihak berkuasa,Pasti covid 19 dapat dibendung.
Pantun_10055_1,Deras arus jaring rabak,Simpan khemah tepi daik,Kekang virus jangkit merebak,Diam dirumah kaedah terbaik.
Pantun_10056_1,Besar kelapa tebal tempurung,Tenggek kelicap di dahan mati,Biar sekarang kita terkurung,Wabak Covid-19 segera terhenti.
Pantun_10057_1,Lada sulah bercampur mi,Makan mi berulamkan temu,Ya Allah ampunilah kami,Berilah kami kesembuhan dan rahmatmu.
Pantun_10058_1,Terdengar jeritan berdekatan titi,Gadis bertiga terperanjat bengkarung,Virus jangkitan boleh dihenti,Di rumah sekeluarga kita berkurung
Pantun_10059_1,Serumpun halia beri Cik Semah,Sehingga senja bungkus ketupat,Sekalipun hanya duduk di rumah,Banyak kerja boleh dibuat.
Pantun_10060_1,Berenang buaya di Sungai Sena,Dilihat si jaga di kebun borhan,Virus bahaya nama corona,Berjaga-jaga pasal kebersihan.
Pantun_10061_1,Pagi hari pergi kekota,Petang pulangnya membeli lokan,Kita berdoa mohon dan pinta,Kepada Allah kita serahkan.
Pantun_10062_1,Angin bertiup patah dahan,Hilang tempat burung menyanyi,Apa yang terjadi dugaan tuhan,Terdapat hikmah rahsia tersembunyi.
Pantun_10063_1,Di tengah jalan jumpa cik Rahim,Memikul rotan segulung tali,Berkumpul mengerat silaturrahim,Yang dulunya renggang bertaup kembali.
Pantun_10064_1,Berjalan-jalan bersama cik limah,Berjumpa kawan sanak saudara,Jom kite duduk di rumah,Masak bersama menjamu selera.
Pantun_10065_1,Jalan-jalan sama cik limah,Terpijak kayu ranting berduri,Moh kite duduk di rumah,Bersama anak menantu dan isteri.
Pantun_10066_1,Asyik bergaru kerana dik gatal,Diketit serangga semut berbisa,Tular berita palsu gejala sosial,Runtuh moral akhlak bangsa.
Pantun_10067_1,Di tanah pamah bunga berjambak,Indah terlihat seri teramat,Duduk di rumah elakkan wabak,Ikut nasihat pasti selamat.
Pantun_10068_1,Banyak merata terbang kelawar,Di atas dahan terlindung mentari,Jika kita terpaksa keluar,Ikut arahan perlindungan diri.
Pantun_10069_1,Buah betik buah nanas,Buat hidangan pembuka selera,Virus Covid19 tersebar pantas,Terputus rantaianya berakhirlah segera.
Pantun_10070_1,Jalan-jalan di tepi taman,Sambil melihat si anak ikan,Tuan puan dengar arahan,Semasa perintah kawalan pergerakan.
Pantun_10071_1,Wahai ayu cantik berseri,Tapi sayang kuat melatah,Kalau sayang diri sendiri,Jangan degil ikut perintah
Pantun_10072_1,Kain basahan sidai dikhemah,Dongkah arus naik rakit,Patuhi arahan duduk dirumah,Elakkan virus rebak menjangkit.
Pantun_10073_1,Mak Biah buat pergedil,Pergedil dimakan dengan murtabak,Jangan le biut jangan le degil,Semoga wabak berhenti merebak.
Pantun_10074_1,Amalan ramah jiran tetangga,Semoga terus jadi ikutan,Duduk rumah bersama keluarga,Hapus virus elak jangkitan.
Pantun_10075_1,Berjalan tunduk melintasi pintu,Menuju pekan di jalan yang lurus,Di rumah duduk sama membantu,Kita putuskan penyebaran virus.
Pantun_10076_1,Kaduk dimamah bersama lobak,Sambil melihat kera di sumur,Duduk di rumah mengekang wabak,Keluarga sihat negara makmur.
Pantun_10077_1,Ikan duri dibeli amah,Dibeli sedikit sayur lobak,Kurung diri di dalam rumah,Wabak penyakit tidak merebak.
Pantun_10078_1,Pohon kemboja di tanah pamah,Tumbuh kembar saling berdekatan,Bukan sengaja berkurung di rumah,Virus tersebar kita buat sekatan.
Pantun_10079_1,Mandi pagi sejuk menggigil,Kain perahan nampak bersepah,Ada lagi warga yang degil,Langgar arahan tak ikut perintah.
Pantun_10080_1,Air di cerek diisi penuh,Ditambah garam sedikit halia,Virus covid virus pembunuh,Moga terhapus negara ceria.
Pantun_10081_1,Terbang burung mencari makan,Ke sawah lebar tempat bermain,Di rumah terkurung boleh berhentikan,Virus tersebar kepada orang lain.
Pantun_10082_1,Randuk ke pamah menyentuh dahan,Legar sedikit rapat ke pukat,Duduk di rumah patuh arahan,Agar penyakit dapat disekat.
Pantun_10083_1,Wan Lebo sedare Wan Limah,Sepupu dengan Pakcik Leman,Moh kite duduk di rumah,Sambil mengemas dekat halaman.
Pantun_10084_1,Dipukul beduk di dalam khemah,makan bidara enak nikmati,disuruh duduk kita di rumah,difikirkan cara wabak berhenti.
Pantun_10085_1,Mata pedang tajam menyerlah,Hendak membelah perutnya ikan,Kita sedang diuji Allah,Kepada Allah mohon hindarkan.
Pantun_10086_1,Keluar jangan hingga ke pekan,Terasa lama kuarantinnya masa,Dengar arahan kawal pergerakan,Muafakat bersama tak kira bangsa.
Pantun_10087_1,Gadis jelita bersikap ramah,Bila makan penuh bersopan,Jika kita duduk di rumah,Dapat hentikan rantaian jangkitan.
Pantun_10088_1,Gugur kuini berjambak jambak,Di tanah pamah rekah sedahan,Negara kini dilanda wabak,Duduk di rumah ikut arahan.
Pantun_10089_1,Tumpi biarkan gara disayat,tingkah diamat menyentuh bahan,PKP bukan mendera rakyat,langkah selamat patuh arahan.
Pantun_10090_1,Hangatkan sisa ulik asyura,Mengolah pula jamu dipesan,Manfaatkan masa sebaik cara,Hilanglah rasa jemu dan bosan.
Pantun_10091_1,Nengor Corona lutut pun lemah,Perasaan takut siang dan malam,Teman ngemaih di luor romah,Mem anak ngemaih kat dalam.
Pantun_10092_1,Buah rambutan di hujung dahan,Jatuh setangkai atas beranda,Tidak ikut perintah arahan,Terpaksa pula membayar denda.
Pantun_10093_1,Terjatuh dahan di tengah pamah,Cuba elakkan burung terjebak,Patuh arahan duduk di rumah,Bersama hentikan tularan wabak.
Pantun_10094_1,Dirikan khemah tepi daik,Buluh sumpitan bukan riak,Duduk dirumah amalan baik,Virus jangkitan tidak membiak.
Pantun_10095_1,Berjalan Cik Limah tepian tarahan,Tampak antanan disinar purnama,Duduk di rumah patuh arahan,Putus rantaian tanggugjawab bersama.
Pantun_10096_1,Pelatuk lemah terlanggar dahan,"Biawak ,ular lekat di pukat",Duduk rumah tak ingkar arahan,Wabak menular dapat disekat.
Pantun_10097_1,Malang kenari kepaknya patah,Badannya kurus dan pucat lesi,Jagalah diri akur perintah,Petaka virus bantu atasi.
Pantun_10098_1,Banyak hikmah dari musibah,Aurat tertutup keluarga muafakat,Sahut cabaran duduk dirumah,Putuskan rantaian penyebaran virus tersekat.
Pantun_10099_1,Di tepi cerana si kuih lepat,Teh halia dihidang mak dara,Virus corona merebaknya cepat,Seluruh dunia menular sengsara.
Pantun_10100_1,Tersohor kari di kedai mamu,Dibeli mertua si gulai serati,Pejarakkan diri kalau bertemu,Itu petua menyekat dijangkiti.
Pantun_10101_1,Sarang kerengga di hujung dahan,Pohon yang tinggi boleh di lihat,Duduk di rumah patuhkan arahan,Hindari wabak dari melarat.
Pantun_10102_1,Ikan siakap lekat di pukat,Anak kelah masuk di sangkar,Demikian sikap segelintir masyarakat,Makin ditegah seronok diingkar.
Pantun_10103_1,Setiap pagi mawar di jirus,Tumbuh mekar tepi sawah,Duduk di rumah putuskan virus,Demi sekeluarga ikatkan ukhwah.
Pantun_10104_1,Menunduk lemah zaitun dibeli,Urus semua belian kaktus,Duduk di rumah santun famili,Virus bahaya rantaian putus.
Pantun_10105_1,Terbang ke bukit si burung gagak,Ditenga hari petir berdentum,Kini penyakit semakin merebak,Elakkan diri ke tempat umum.
Pantun_10106_1,Hidup jangan menonggak arus,Hargai sesama usah bermegah,Putuskan rantaian penyambung virus,Tabah dirumah bersama mencegah.
Pantun_10107_1,Jala ditebar tidak berlengah,Lihat haruan menghilir sana,Reda dan sabar diam di rumah,Putus rangkaian virus durjana.
Pantun_10108_1,Mari kita duduk dirumah,Itu seruan perdana menteri,Duduk dirumah dengan berhemah,Agar penyakit dapat dihindari.
Pantun_10109_1,Berdua fatin di tepi paya,Ke warung salmah mkn martabak,Covid 19 virus bahaya,Duduk dirumah mencegah wabak.
Pantun_10110_1,Ikat seluar simpul mati,Seluar basahan sangkut di dahan,Usah keluar sesuka hati,Patuhi arahan ikut panduan.
Pantun_10111_1,Pagi hari menjala ikan,Menjala pula dihujung hulu,Patuhilah arahan yang diberikan,Semoga semuanya selamat selalu.
Pantun_10112_1,Terung bulat di hujung dahan,Pokoknya tumbuh tepi perigi,Tolonglah patuh pada arahan,Semoga virus segera pergi.
Pantun_10113_1,Jalan-jalan bersama Cik Limah,Terus terpandang pohon meranti,Jika kita duduk di rumah,Virus jangkitan boleh dihenti.
Pantun_10114_1,Masuk hutan memburu rusa,Banyak belukar perlu diredah,Jangan suka mengukir dosa,Berita palsu membawa fitnah.
Pantun_10115_1,Pohon cerita keremak susu,Rimbun markosa belimbing tanah,Sikit berkata bukan membisu,Jauhkan dosa menabur fitnah.
Pantun_10116_1,Jangan dijolok sarang tebuan,Sarang tebuan di pokok cermai,Berita palsu tanpa tujuan,Hanya menyusahkan orang ramai.
Pantun_10117_1,Tanam bunga dalam pasu,Menyiram air elok berjimat,Jangan sebarkan berita palsu,Berita palsu merosak umat.
Pantun_10118_1,Mawar ditanamkan di dalam pasu,Oleh Pak Anjang kampung seberang,Sengaja menyebarkan benda palsu,Tak fikir panjang menyusahkan orang.
Pantun_10119_1,Ramai orang berpusu-pusu,Bertebaran merata-rata,Ambil kesempatan sebar yang palsu,Hendak terkenal sekelip mata.
Pantun_10120_1,Dalam pasu tanah di tebar,Ambil keladi terus di tanam,Berita palsu jangan di sebar,Kelak menjadi tidak tenteram
Pantun_10121_1,"Hujan lebat bersama rebut,",Mengalir air ke terusan,Berita palsu jangan disebut,Selidik dulu baru sebarkan.
Pantun_10122_1,Berkibar kibar dengan megah,Bendera malaysia tanda merdeka,Usah disebar yang tak berfaedah,Kerja sia-sia nak melawak dan jenaka.
Pantun_10123_1,Bunga mekar di dalam pasu,Dibelai,dimanja,lebihkan perhatian
Pantun_10124_1,Tanpa ibadah lewat lebaran,Derita lesu menyirat hari,Apa faedah buat sebaran,Berita palsu menjerat diri.
Pantun_10125_1,Menjala ikan di Teluk Pasu,Dapat siakap bersama toman,Berani sebarkan benda palsu,Tunggu ditangkap dikena hukuman.
Pantun_10126_1,Pagi redup mula pencarian,Pinta mak banang belikan susu,Mungkin tidak cukup perhatian,Jalan yang senang tular yang palsu.
Pantun_10127_1,Susun pasu atas pentas,Lintas titi pandu kereta,Berita palsu tular pantas,Tapis teliti ketulinan fakta.
Pantun_10128_1,Hendak ke pekan membeli susu,Elak ke kiri huma diredah,Jangan sebarkan berita palsu,Kelak sendiri terima padah.
Pantun_10129_1,Cantik rupawan anak Mak Su,Ramai peminatnya serata desa,Menjadi wartawan berita palsu,Perbuatan hanya menempah dosa.
Pantun_10130_1,Bunga seroja di dalam pasu,Pasunya cantik di kebun nyonya,Jangan lah sebar kenyataan palsu,Kerja sia-sia tiada manafaatnya.
Pantun_10131_1,Rase cemas ngangkat pasu,Bunuh ular ikat dengan tali,Ingatkan emas duit aje yang palsu,Berita tular pun ade tak asli.
Pantun_10132_1,Hanya gurauan sesama rakan,Di pohon rambutan berbuah jarang,Tiada tujuan hanya keseronokan,Ambil kesempatan susahkan orang.
Pantun_10133_1,Indah tembusu diapit bebuta,Di tengah hentian tampak si dia,Berita palsu ditular merata,Ingin perhatian warga media.
Pantun_10134_1,Orang jawa mencari benang,Benang dicari di padang changkat,Berita palsu jangan dicanang,Kelak menjadi peresah masyarakat.
Pantun_10135_1,Kilang pasu kian produktif,Warisan Bandung indah tergambar,Berita palsu lagi sensitif,Wajar dibendung jangan disebar.
Pantun_10136_1,Anak tenok melompat-lompat,Mencari makan di petang hari,Dia berseronok tak kena tempat,Hanya pentingkan diri sendiri.
Pantun_10137_1,Taugeh bercambah ikut giliran,Panjang sejengkal jatuh ke tanah,Usah menambah beban fikiran,Insan berakal menangkis fitnah.
Pantun_10138_1,Berpasu pasu benih pulasan,Penuh sesak untuk digendong,Menular yang palsu jadi kepuasan,Jiwa nan rosak sukar dibendong.
Pantun_10139_1,Minum secawan air susu,Sambil makan sedikit juadah,Jangan sebar berita palsu,Baik buat perkara berfaedah.
Pantun_10140_1,Derasan ombak kuat sekali,Bagai gelombang bawa arus,Berita palsu tular banyak sekali,Tanpa tujuan sebar terus.
Pantun_10141_1,Mencari lokan terkalih-kalih,Serempak ular sebalik bakul,Cari rujukan pautan sahih,Sebelum tular pastikan betul.
Pantun_10142_1,Ikan kekek ikan tenggiri,Mari dimakan sianak dara,Cinta palsu merana diri,Berita palsu rosaklah Negara.
Pantun_10143_1,Adik terlalu berangan pilu,Duka ditangisi dengan berpuisi,Selidik dahulu jangan melulu,Jika sangsi jangan dikongsi.
Pantun_10144_1,Roti canai cicah dengan susu,Lagi sedap cicah kari ikan keli,Bior pun kite pakai gigi palsu,Namun gusi pastikan yang asli.
Pantun_10145_1,Tanam bunga dalam pasu,Siram air supaya bertahan,Kepada peyebar berita palsu,Hentikan segera ikutlah arahan
Pantun_10146_1,Kukor nyior beras ditampi,Pulut tanak dijirus susu,Masih tak sedor dalam mimpi,Ngigau menular semue yang palsu.
Pantun_10147_1,Sangai menutup kopi susu,Gulai kari berasam jawa,Perangai suka tular yang palsu,Mesti dari kalangan pesakit jiwa
Pantun_10148_1,Taburkan baja serata pasu,Gemburkan lalu kena semuanya,Abaikan saja berita palsu,Pastikan dulu mana sumbernya.
Pantun_10149_1,Leka menampi si padi pulut,Terasa lesu peluh merenik,Tika hadapi situasi kalut,Berita palsu menambah panik.
Pantun_10150_1,Berkain gebar hala ke titi,Rapat ke hulu ke pohon ara,Jangan menyebar berita tak pasti,Siasat dahulu duduk perkara.
Pantun_10151_1,Bunga Mawar didalam pasu,Pasu disusun didalam taman,Angan sebarkan berita palsu,Murnikan peribadi kukuhkan iman.
Pantun_10152_1,Retak memanjang pecahnye pasu,Kene tangan berdarah luka,Tak mandang faedah tular yang palsu,Kena tangkap baru padan muka.
Pantun_10153_1,Pergi pekan membeli pasu,Pasu dibeli intan bayduri,Jangan sebar berita palsu,Kelak nanti memakan diri.
Pantun_10154_1,Cantik melebar mewahnya katil,Tempahan Mak Esah siaplah sudah,Janganlah disebar perkara yg batil,Kelak menyusah tiadanya faedah.
Pantun_10155_1,Nila setitik rosak susu sebelanga,Seekor berlumpur sekandang terpalit,Tidak cerdik tular palsu belaka,Tiada bersyukur berjiwa sakit.
Pantun_10156_1,Enak rasanya buah tenusu,Hendak dicapai menaiki rakit,Orang yang sinar berita palsu,Hatinya hitam jiwanya sakit.
Pantun_10157_1,Hanyutlah rakit di Pulau Indah,Kayuhlah sampan hendak menuba,Tular yang palsu hentikan sudah,Nahas menanti kalau mencuba.
Pantun_10158_1,Pohon rendah siakar tunjang,Hinggap merbah duduk sekawan,Tular diredah apa peronjang,Kalau tak sasau mesti sawan.
Pantun_10159_1,Apa dikenang tanah seberang,Entah berbendang bertajak tidak,Jangan diikut perangainya orang,Kita dah tua bukan budak budak.
Pantun_10160_1,Berarak awan mendung yang kelam,Hujan turun di petanglah hari,Duduk di rumah diam diam,Benda tak sahih jangan dipeduli.
Pantun_10161_1,Pohon selasih di padang lumat,Anak kucing terlompat-lompat,Terima kasih RTM penyalur maklumat,Sentiasa releven cepat dan tepat.
Pantun_10162_1,Langit berawan menanti hujan,Menitik hujan ke dalam pasu,Di mana kesedaran apakah tujuan,Ambil kesempatan sebar yang palsu.
Pantun_10163_1,Semangkuk laksa si ikan tamban,Kuahnya pekat rasa sekata,Adiwira bangsa setia berkorban,Demi masyarakat negara tercinta.
Pantun_10164_1,Disanjung dipuja barisan hadapan,Memberi khidmat mencurah tenaga,Adiwira bangsa setia berkorban,Demi masyarakat negara tercinta.
Pantun_10165_1,Dari Rasa menuju Seremban,Di malam pekat gelap gelita,Adiwira bangsa sedia berkorban,Demi masyarakat negara tercinta.
Pantun_10166_1,Kawalan pergerakan jangan terbeban,Sangat penting kerjasama kita,Adiwira bangsa setia berkorban,Demi masyarakat Negara tercinta.
Pantun_10167_1,Ke hutan memangkas si batang bemban,Tali dijalin menyumbu pelita,Adiwira bangsa setia berkorban,Demi masyarakat negara tercinta.
Pantun_10168_1,Cempera angsa terpa ke reban,Kami menyakat mara merata,Adiwira bangsa setia berkorban,Demi masyarakat negara tercinta.
Pantun_10169_1,Para markisa di sisi leban,Dami melekat menggera rata,Adiwira bangsa rela berkorban,Demi masyarakat negara tercinta.
Pantun_10170_1,Masak kari si ikan tamban,Sambil masak pasang pelita,Adiwira bangsa sedia berkorban,Demi masyarakat negara tercinta.
Pantun_10171_1,Itik dan angsa di dalam reban,Sayang disekat dengan batu bata,Adiwira bangsa setia berkorban,Demi masyarakat negara tercinta.
Pantun_10172_1,Terdengar kokokan ayam direban,Covid 19 meningkat di carta,Adiwira bangsa setia berkorban,Demi masyarakat negara tercinta.
Pantun_10173_1,Mengira angka beribu- riban,Dalam gempita tersuluh cahaya,Adiwira bangsa sedia berkorban,Demi masyarakat negara tercinta.
Pantun_10174_1,Mengira mangsa jatuh terhumban,Berani dekat jarak sehasta,Adiwira bangsa setia berkorban,Demi masyarakat negara tercinta.
Pantun_10175_1,Walau ke desa jauh dihumban,Kenangan melekat di hati di mata,Adiwira bangsa sedia berkorban,Demi masyarakat negara tercinta.
Pantun_10176_1,Anak angsa di tepi reban,Pohon sakat tumbuh melata,Adiwira bangsa setia berkorban,Demi masyarakat negara tercinta.
Pantun_10177_1,Ikat kemas pucuk halban,Hendak dibawa di hujung kota,Adiwira bangsa setia berkorban,Demi masyarakat negara tercinta.
Pantun_10178_1,Itik angsa masuk ke reban,Pergi dekat ayam bercerita,Adiwira bangsa setia berkorban,Demi masyarakat negara tercinta.
Pantun_10179_1,Serati dan angsa kurung sereban,Dilingkungnya pukat berlantaikan bata,Adiwira bangsa setia berkorban,Demi masyarakat negara tercinta.
Pantun_10180_1,Perit terasa memikul beban,Dihalang disekat kerana sengketa,Adiwira bangsa sedia berkorban,Demi masyarakat negara tercinta.
Pantun_10181_1,Apa sahaja rela ku berkorban,Untuk mu wahai yang ku cinta,Adiwira bangsa setia berkorban,Demi masyarakat negara tercinta.
